time,theta,alpha,theta_dot,alpha_dot,control,stage_cost,calc_time
0.0,0.0,3.141592653589793,0.0,0.0,4.23448454165426,220.78169217270147,26.079183733999997
0.025,0.020056410514823514,3.1303037026504446,1.5989635731819811,-0.8969534350895813,5.647572005923616,228.17598771537624,8.671287825999997
0.05,0.08629086526835854,3.0934666670582867,3.6890838020280023,-2.034883405648035,-3.5234086493265133,219.90765398047787,8.666857350999997
0.07500000000000001,0.16055422642809275,3.05392190616154,2.252597506391216,-1.1183669770163451,1.357659969673197,214.39322918277585,8.667131466
0.1,0.22200849897358244,3.0249760929991547,2.6592052818513703,-1.1875138079645335,0.7939029846849894,214.14878673897718,8.670472113999992
0.125,0.2906417343280767,2.9965247857179644,2.8279831248955056,-1.0795432382706474,2.3016633847821844,216.63709601038047,8.66334059399999
0.15000000000000002,0.3702910223324793,2.967482203252989,3.5383321635263365,-1.2344273914845147,-3.857530267751535,221.6972119984122,8.664776908999997
0.17500000000000002,0.438640627020578,2.95126080933977,1.9342648036247152,-0.05942746864083803,-0.7369777902697011,213.7929589707826,8.65872586799999
0.2,0.48174933121021557,2.9564470082991754,1.5160919676176823,0.47254700429483376,2.460861315135868,216.2498529387357,8.666302486999996
0.225,0.5294531649429288,2.966416941469469,2.2997649179892004,0.32163963754004027,1.3416715091605689,213.92162505488272,8.659343154999988
0.25,0.5914813468967139,2.975295676913075,2.662789678273679,0.3856260927169459,1.9091096928676539,214.50621671732782,8.683369404999993
0.275,0.6652638915192068,2.984051486736925,3.2396393838894824,0.3116875611823678,3.569475035891922,218.68634092402948,8.671750414000016
0.30000000000000004,0.761216401477536,2.9863844016689094,4.434101106988226,-0.12678877406136785,4.364915511286024,221.66717460957136,8.656237118000007
0.325,0.8905245508745742,2.9756089631679044,5.905313992551362,-0.7339722451120743,0.7566068898370377,212.5593909413198,8.66972304700002
0.35000000000000003,1.039354513207521,2.9592800789721863,5.999939594873613,-0.5686371271543204,2.4401695668372616,214.61838951167528,8.666773519000003
0.375,1.1983026308484117,2.94293731619507,6.712674190919303,-0.7365314236832653,-1.6017862569143206,212.86830321866424,8.661274626999983
0.4,1.3560978305546936,2.9330814117013104,5.913604959982571,-0.04804294642665419,-2.5324790928797634,213.95239251220042,8.65444074300001
0.42500000000000004,1.4898071833531719,2.943050159064487,4.7867196448581915,0.8458455262286516,-2.1930326228511223,212.44762186795046,8.661094295999987
0.45,1.5971890659953591,2.9743569533601466,3.8072750105437803,1.6526135088946552,1.3756875948742409,210.44743724212,8.660926027000016
0.47500000000000003,1.6971049597243797,3.0158300042342896,4.189279835612001,1.6524238780340554,-4.384386840265446,218.8273503094544,8.659831677
0.5,1.7796481748600426,3.0716274748512387,2.4205327963511305,2.796816915268737,0.6975077828771943,208.52198618023994,8.648185245000008
0.525,1.8426351343358092,3.1410641404909136,2.6249039007706583,2.7363657922594697,-2.802930543731531,210.71825408666905,8.659632347000013
0.55,1.8946403192506205,3.2166942299346943,1.547338435924597,3.286963926562215,-1.7843465302440042,206.49403594657477,8.662704007000002
0.5750000000000001,1.9254846711318927,3.3012011829264396,0.9332194204117268,3.4429669819546227,-11.515503731825405,268.5070075894931,8.649947845000014
0.6000000000000001,1.8970933434298738,3.4120708422188484,-3.1474877092636033,5.361218911363271,-10.541282656672763,255.41333208279198,8.66320971799999
0.625,1.7761729663697285,3.563158872455124,-6.443879544605505,6.651207716318335,-4.767721477896047,207.82336108953066,8.640488304999991
0.65,1.6034465585653572,3.7284323873326617,-7.336321408133852,6.522743137161715,-3.111541772409228,195.60813497481817,8.64363927399998
0.675,1.4172532820685053,3.8841219769236464,-7.55273121298232,5.900830158303675,0.48897897759573783,186.04263288382262,8.637097296999968
0.7000000000000001,1.2389754668855577,4.016525237520078,-6.73757667991976,4.67406952247782,0.22609205681130662,181.87523012727442,8.639868906999993
0.7250000000000001,1.078059882631114,4.1174432836182255,-6.160452240884576,3.387307395931118,-5.915469994642393,197.32628717193205,8.67443547800002
0.75,0.9088464508895349,4.192199498565189,-7.379665848203766,2.5866096728101766,1.7263650676020554,182.2756235372131,8.627106111999979
0.775,0.7344810090195387,4.239108849511553,-6.587840497377163,1.157596126124231,0.4050003896270411,181.15193183832758,8.627272270000049
0.8,0.5743632333180462,4.250941110258136,-6.230232796543572,-0.21369543856905304,0.5603776343821882,182.51723374515723,8.628046968999968
0.8250000000000001,0.4232156791985564,4.228238123156917,-5.864002032871548,-1.602141896016949,1.3066137347099718,185.05867762879797,8.623155413999996
0.8500000000000001,0.28371216191000687,4.170206650192197,-5.292267045416247,-3.039670136671962,1.390614387151505,187.54466850004854,8.63718565299996
0.875,0.15924614010206434,4.076254587490308,-4.654951374251556,-4.473793190620018,3.0257950475210955,194.40521038541257,8.628688984000007
0.9,0.057573586839905266,3.944524545676928,-3.455581231492031,-6.069212572940308,3.5330112200267476,200.64735608947657,8.622341210000002
0.925,-0.010176031680686662,3.7718163734978116,-1.9304376913911336,-7.75029072762738,3.764139758172856,208.18219747250424,8.619578647000026
0.9500000000000001,-0.03629313675597845,3.5567597178277857,-0.13103835845067846,-9.438492378196521,7.461458266541426,237.98749415884356,8.624185230000023
0.9750000000000001,0.0006487758558824316,3.2927854217447514,3.081003152409921,-11.627223019144235,2.2422191675429604,225.03799984480136,8.98422796799997
1.0,0.0892583040950608,2.9945956299061254,3.8779675591907874,-12.081663113908077,16.825001922856522,370.825976331098,9.026719154000034
1.0250000000000001,0.25230389924480456,2.6603642796642966,8.841565968703103,-14.406192743448983,2.3049776359358143,240.57055585508868,8.864413351999985
