pred_horizon,mesh_size,theta_0,alpha_0,theta_dot_0,alpha_dot_0,iteration,theta,alpha,theta_dot,alpha_dot,cost,time
15.0,5.0,0.0,3.141592653589793,0.0,0.0,21.0,-2.355,3.681,-5.995,-2.922,3016.279,36.12693564700021
15.0,5.0,0.0,3.141592653589793,0.0,0.0,22.0,-2.354,3.692,-6.0,-2.884,3016.72,37.84548535400063
15.0,5.0,0.0,3.141592653589793,0.0,0.0,23.0,-2.355,3.674,-5.918,-3.028,3016.433,39.56405345600069
15.0,5.0,0.0,3.141592653589793,0.0,0.0,24.0,-2.355,3.686,-5.882,-3.044,3015.946,41.28315441700033
15.0,5.0,0.0,3.141592653589793,0.0,0.0,25.0,-2.353,3.693,-5.905,-2.968,3016.099,43.0031253820016
15.0,5.0,0.0,3.141592653589793,0.0,0.0,26.0,-2.356,3.693,-5.912,-2.989,3015.861,44.73591632700118
15.0,5.0,0.0,3.141592653589793,0.0,0.0,27.0,-2.35,3.684,-5.631,-3.201,3015.628,46.45592317900082
15.0,5.0,0.0,3.141592653589793,0.0,0.0,28.0,-2.354,3.69,-5.485,-3.32,3015.445,48.182576444000006
15.0,5.0,0.0,3.141592653589793,0.0,0.0,29.0,-2.355,3.686,-5.484,-3.345,3015.23,49.90679912400083
15.0,5.0,0.0,3.141592653589793,0.0,0.0,30.0,-2.353,3.68,-5.479,-3.365,3015.118,51.625179956001375
15.0,5.0,0.0,3.141592653589793,0.0,0.0,1.0,-2.237,3.947,-8.352,0.182,3082.005,1.7271173690005526
15.0,5.0,0.0,3.141592653589793,0.0,0.0,2.0,-2.278,3.753,-5.734,-3.036,3042.306,3.451333113000146
